编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-141,01_core_hexin/packages/contract/definitions/operations.yml:1981,voucher.programs.manage,voucher,PUT,/api/v1/vouchers/programs/{programid},operator,voucher.program.manage,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-142,01_core_hexin/packages/contract/definitions/operations.yml:1997,voucher.reserves.read,voucher,GET,/api/v1/vouchers/reserves,operator,voucher.reserve.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-143,01_core_hexin/packages/contract/definitions/operations.yml:2011,voucher.reserves.request,voucher,POST,/api/v1/vouchers/reserves,operator,voucher.reserve.request,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-144,01_core_hexin/packages/contract/definitions/operations.yml:2027,voucher.reserves.decide,voucher,PUT,/api/v1/vouchers/reserves/{reserveid}/decision,operator,voucher.reserve.decide,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-145,01_core_hexin/packages/contract/definitions/operations.yml:2043,voucher.batches.read,voucher,GET,/api/v1/vouchers/batches,operator,voucher.batch.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-146,01_core_hexin/packages/contract/definitions/operations.yml:2057,voucher.batches.issue,voucher,POST,/api/v1/vouchers/batches,operator,voucher.issue,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-147,01_core_hexin/packages/contract/definitions/operations.yml:2073,voucher.batches.retry,voucher,POST,/api/v1/vouchers/batches/{batchid}/retry,operator,voucher.issue,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-148,01_core_hexin/packages/contract/definitions/operations.yml:2089,voucher.status.batch,voucher,POST,/api/v1/vouchers/statusbatches,operator,voucher.status.manage,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-149,01_core_hexin/packages/contract/definitions/operations.yml:2105,voucher.statusbatches.read,voucher,GET,/api/v1/vouchers/statusbatches,operator,voucher.history.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-150,01_core_hexin/packages/contract/definitions/operations.yml:2119,voucher.bindings.read,voucher,GET,/api/v1/vouchers/bindings,member,voucher.binding.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-151,01_core_hexin/packages/contract/definitions/operations.yml:2133,voucher.bindings.manage,voucher,PUT,/api/v1/vouchers/{voucherid}/binding,operator,voucher.binding.manage,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-152,01_core_hexin/packages/contract/definitions/operations.yml:2149,voucher.redemptions.read,voucher,GET,/api/v1/vouchers/redemptions,member,voucher.redemption.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-153,01_core_hexin/packages/contract/definitions/operations.yml:2163,voucher.history.read,voucher,GET,/api/v1/vouchers/history,operator,voucher.history.read,runtime,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-154,01_core_hexin/packages/contract/definitions/operations.yml:2177,voucher.redemptions.reverse,voucher,POST,/api/v1/vouchers/redemptions/{redemptionid}/reversal,operator,voucher.redemption.reverse,runtime,sync,required,optional,transactional,17,0,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-155,01_core_hexin/packages/contract/definitions/operations.yml:2193,benefit.accounts.read,benefit,GET,/api/v1/benefits/accounts,member,benefit.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-156,01_core_hexin/packages/contract/definitions/operations.yml:2205,benefit.ledgers.read,benefit,GET,/api/v1/benefits/ledgers,member,benefit.read,runtime,sync,none,none,none,未声明,未声明,MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-157,01_core_hexin/packages/contract/definitions/operations.yml:2218,benefit.plans.read,benefit,GET,/api/v1/benefits/plans,operator,benefit.plan.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-158,01_core_hexin/packages/contract/definitions/operations.yml:2230,benefit.plans.manage,benefit,PUT,/api/v1/benefits/plans/{planid},operator,benefit.plan.manage,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-159,01_core_hexin/packages/contract/definitions/operations.yml:2244,benefit.budgets.read,benefit,GET,/api/v1/benefits/budgets,operator,benefit.budget.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-160,01_core_hexin/packages/contract/definitions/operations.yml:2256,benefit.budgets.manage,benefit,PUT,/api/v1/benefits/budgets/{budgetid},operator,benefit.budget.manage,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-161,01_core_hexin/packages/contract/definitions/operations.yml:2270,benefit.grants.create,benefit,POST,/api/v1/benefits/grants,operator,benefit.grant,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-162,01_core_hexin/packages/contract/definitions/operations.yml:2284,benefit.grants.decide,benefit,PUT,/api/v1/benefits/grants/{batchid}/decision,operator,benefit.grant.decide,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-163,01_core_hexin/packages/contract/definitions/operations.yml:2298,benefit.grants.read,benefit,GET,/api/v1/benefits/grants,operator,benefit.grant.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-164,01_core_hexin/packages/contract/definitions/operations.yml:2310,benefit.grants.control,benefit,POST,/api/v1/benefits/grants/{batchid}/control,operator,benefit.grant.control,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-165,01_core_hexin/packages/contract/definitions/operations.yml:2324,benefit.grants.revoke,benefit,POST,/api/v1/benefits/grants/{batchid}/revoke,operator,benefit.revoke,runtime,sync,required,optional,transactional,17,0,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-166,01_core_hexin/packages/contract/definitions/operations.yml:2338,benefit.lots.read,benefit,GET,/api/v1/benefits/lots,operator,benefit.lot.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/benefit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-167,01_core_hexin/packages/contract/definitions/operations.yml:2350,finance.overview.read,finance,GET,/api/v1/finance/overview,operator,finance.overview.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-168,01_core_hexin/packages/contract/definitions/operations.yml:2364,finance.entries.read,finance,GET,/api/v1/finance/entries,operator,finance.entry.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-169,01_core_hexin/packages/contract/definitions/operations.yml:2378,finance.statements.read,finance,GET,/api/v1/finance/statements,operator,finance.statement.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-170,01_core_hexin/packages/contract/definitions/operations.yml:2392,finance.statements.export,finance,POST,/api/v1/finance/statements/exports,operator,finance.statement.export,runtime,sync,required,optional,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
